Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type,Roast Type,Size,Unit Price,Sales,Coffee Name,Roast Type Seed
ZGM-83108-823,25/01/2022,84132-22322-QT,E-L-1,1,Paola Brydell,pbrydell8m@bloglovin.com,Ireland,Exc,L,1.0kg,$14.85,$14.85,Excelsia,Light
JBP-78754-392,30/04/2020,74330-29286-RO,E-M-2.5,6,Claudetta Rushe,crushe8n@about.me,United States,Exc,M,2.5kg,$31.63,$189.75,Excelsia,Medium
RNH-54912-747,01/05/2021,37445-17791-NQ,R-M-0.5,1,Natka Leethem,nleethem8o@mac.com,United States,Rob,M,0.5kg,$5.97,$5.97,Robusta,Medium
JDS-33440-914,28/10/2021,58511-10548-ZU,R-M-1,3,Ailene Nesfield,anesfield8p@people.com.cn,United Kingdom,Rob,M,1.0kg,$9.95,$29.85,Robusta,Medium
SYX-48878-182,29/08/2021,47725-34771-FJ,R-D-1,5,Stacy Pickworth,,United States,Rob,D,1.0kg,$8.95,$44.75,Robusta,Dark
ZGD-94763-868,27/12/2019,53086-67334-KT,E-L-2.5,1,Melli Brockway,mbrockway8r@ibm.com,United States,Exc,L,2.5kg,$34.16,$34.16,Excelsia,Light
CZY-70361-485,25/06/2019,83308-82257-UN,E-L-2.5,6,Nanny Lush,nlush8s@dedecms.com,Ireland,Exc,L,2.5kg,$34.16,$204.93,Excelsia,Light
RJR-12175-899,02/03/2019,37274-08534-FM,E-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,United States,Exc,D,0.5kg,$7.29,$21.87,Excelsia,Dark
ELB-07929-407,02/01/2022,54004-04664-AA,A-M-2.5,2,Tess Bennison,tbennison8u@google.cn,United States,Ara,M,2.5kg,$25.88,$51.75,Arabica,Medium
UJQ-54441-340,30/07/2019,26822-19510-SD,E-M-0.2,2,Gabie Tweed,gtweed8v@yolasite.com,United States,Exc,M,0.2kg,$4.13,$8.25,Excelsia,Medium
UJQ-54441-340,30/07/2019,26822-19510-SD,A-L-0.2,5,Gabie Tweed,gtweed8v@yolasite.com,United States,Ara,L,0.2kg,$3.89,$19.43,Arabica,Light
OWY-43108-475,05/12/2020,06432-73165-ML,A-M-0.2,6,Gaile Goggin,ggoggin8x@wix.com,Ireland,Ara,M,0.2kg,$3.38,$20.25,Arabica,Medium
GNO-91911-159,17/12/2020,96503-31833-CW,L-D-0.5,3,Skylar Jeyness,sjeyness8y@biglobe.ne.jp,Ireland,Lib,D,0.5kg,$7.77,$23.31,Librica,Dark
CNY-06284-066,26/06/2021,63985-64148-MG,E-D-0.2,5,Donica Bonhome,dbonhome8z@shinystat.com,United States,Exc,D,0.2kg,$3.65,$18.23,Excelsia,Dark
OQS-46321-904,20/07/2019,19597-91185-CM,E-M-1,1,Diena Peetermann,,United States,Exc,M,1.0kg,$13.75,$13.75,Excelsia,Medium
IBW-87442-480,14/07/2022,79814-23626-JR,A-L-2.5,1,Trina Le Sarr,tle91@epa.gov,United States,Ara,L,2.5kg,$29.79,$29.79,Arabica,Light
DGZ-82537-477,14/08/2020,43439-94003-DW,R-D-1,5,Flynn Antony,,United States,Rob,D,1.0kg,$8.95,$44.75,Robusta,Dark
LPS-39089-432,24/04/2019,97655-45555-LI,R-D-1,5,Baudoin Alldridge,balldridge93@yandex.ru,United States,Rob,D,1.0kg,$8.95,$44.75,Robusta,Dark
MQU-86100-929,04/06/2019,64418-01720-VW,L-L-0.5,4,Homer Dulany,,United States,Lib,L,0.5kg,$9.51,$38.04,Librica,Light
XUR-14132-391,08/08/2022,96836-09258-RI,R-D-0.5,4,Lisa Goodger,lgoodger95@guardian.co.uk,United States,Rob,D,0.5kg,$5.37,$21.48,Robusta,Dark
OVI-27064-381,13/11/2019,37274-08534-FM,R-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,United States,Rob,D,0.5kg,$5.37,$16.11,Robusta,Dark
SHP-17012-870,07/06/2020,69529-07533-CV,R-M-2.5,1,Corine Drewett,cdrewett97@wikipedia.org,United States,Rob,M,2.5kg,$22.89,$22.89,Robusta,Medium
FDY-03414-903,12/08/2019,94840-49457-UD,A-D-0.5,3,Quinn Parsons,qparsons98@blogtalkradio.com,United States,Ara,D,0.5kg,$5.97,$17.91,Arabica,Dark
WXT-85291-143,04/09/2019,81414-81273-DK,R-M-0.5,4,Vivyan Ceely,vceely99@auda.org.au,United States,Rob,M,0.5kg,$5.97,$23.88,Robusta,Medium
QNP-18893-547,04/10/2019,76930-61689-CH,R-L-1,5,Elonore Goodings,,United States,Rob,L,1.0kg,$11.95,$59.75,Robusta,Light
DOH-92927-530,24/02/2020,12839-56537-TQ,L-L-0.2,6,Clement Vasiliev,cvasiliev9b@discuz.net,United States,Lib,L,0.2kg,$4.76,$28.53,Librica,Light
HGJ-82768-173,26/08/2021,62741-01322-HU,A-M-1,4,Terencio O'Moylan,tomoylan9c@liveinternet.ru,United Kingdom,Ara,M,1.0kg,$11.25,$45.00,Arabica,Medium
YPT-95383-088,03/10/2021,43439-94003-DW,E-D-2.5,2,Flynn Antony,,United States,Exc,D,2.5kg,$27.95,$55.89,Excelsia,Dark
OYH-16533-767,13/06/2020,44932-34838-RM,E-L-1,4,Wyatan Fetherston,wfetherston9e@constantcontact.com,United States,Exc,L,1.0kg,$14.85,$59.40,Excelsia,Light
DWW-28642-549,01/03/2021,91181-19412-RQ,E-D-0.2,2,Emmaline Rasmus,erasmus9f@techcrunch.com,United States,Exc,D,0.2kg,$3.65,$7.29,Excelsia,Dark
CGO-79583-871,04/03/2019,37182-54930-XC,E-D-0.5,1,Wesley Giorgioni,wgiorgioni9g@wikipedia.org,United States,Exc,D,0.5kg,$7.29,$7.29,Excelsia,Dark
TFY-52090-386,13/10/2019,08613-17327-XT,E-L-0.5,2,Lucienne Scargle,lscargle9h@myspace.com,United States,Exc,L,0.5kg,$8.91,$17.82,Excelsia,Light
TFY-52090-386,13/10/2019,08613-17327-XT,L-D-0.5,5,Lucienne Scargle,lscargle9h@myspace.com,United States,Lib,D,0.5kg,$7.77,$38.85,Librica,Dark
NYY-73968-094,15/08/2019,70451-38048-AH,R-D-0.5,6,Noam Climance,nclimance9j@europa.eu,United States,Rob,D,0.5kg,$5.37,$32.22,Robusta,Dark
QEY-71761-460,29/11/2021,35442-75769-PL,R-M-1,2,Catarina Donn,,Ireland,Rob,M,1.0kg,$9.95,$19.90,Robusta,Medium
GKQ-82603-910,19/01/2020,83737-56117-JE,R-L-1,5,Ameline Snazle,asnazle9l@oracle.com,United States,Rob,L,1.0kg,$11.95,$59.75,Robusta,Light
IOB-32673-745,28/05/2021,07095-81281-NJ,A-L-0.5,3,Rebeka Worg,rworg9m@arstechnica.com,United States,Ara,L,0.5kg,$7.77,$23.31,Arabica,Light
YAU-98893-150,15/01/2022,77043-48851-HG,L-M-1,3,Lewes Danes,ldanes9n@umn.edu,United States,Lib,M,1.0kg,$14.55,$43.65,Librica,Medium
XNM-14163-951,04/12/2019,78224-60622-KH,E-L-2.5,6,Shelli Keynd,skeynd9o@narod.ru,United States,Exc,L,2.5kg,$34.16,$204.93,Excelsia,Light
JPB-45297-000,01/07/2022,83105-86631-IU,R-L-0.2,4,Dell Daveridge,ddaveridge9p@arstechnica.com,United States,Rob,L,0.2kg,$3.59,$14.34,Robusta,Light
MOU-74341-266,07/05/2019,99358-65399-TC,A-D-0.5,4,Joshuah Awdry,jawdry9q@utexas.edu,United States,Ara,D,0.5kg,$5.97,$23.88,Arabica,Dark
DHJ-87461-571,23/08/2020,94525-76037-JP,A-M-1,2,Ethel Ryles,eryles9r@fastcompany.com,United States,Ara,M,1.0kg,$11.25,$22.50,Arabica,Medium
DKM-97676-850,02/06/2020,43439-94003-DW,E-D-0.5,5,Flynn Antony,,United States,Exc,D,0.5kg,$7.29,$36.45,Excelsia,Dark
UEB-09112-118,30/01/2020,82718-93677-XO,A-M-0.5,4,Maitilde Boxill,,United States,Ara,M,0.5kg,$6.75,$27.00,Arabica,Medium
ORZ-67699-748,15/02/2020,44708-78241-DF,A-M-2.5,6,Jodee Caldicott,jcaldicott9u@usda.gov,United States,Ara,M,2.5kg,$25.88,$155.25,Arabica,Medium
JXP-28398-485,11/06/2021,23039-93032-FN,A-D-2.5,5,Marianna Vedmore,mvedmore9v@a8.net,United States,Ara,D,2.5kg,$22.89,$114.43,Arabica,Dark
WWH-92259-198,11/03/2022,35256-12529-FT,L-D-1,4,Willey Romao,wromao9w@chronoengine.com,United States,Lib,D,1.0kg,$12.95,$51.80,Librica,Dark
FLR-82914-153,09/09/2021,86100-33488-WP,A-M-2.5,6,Enriqueta Ixor,,United States,Ara,M,2.5kg,$25.88,$155.25,Arabica,Medium
AMB-93600-000,14/05/2019,64435-53100-WM,A-L-2.5,1,Tomasina Cotmore,tcotmore9y@amazonaws.com,United States,Ara,L,2.5kg,$29.79,$29.79,Arabica,Light
FEP-36895-658,08/04/2019,44699-43836-UH,R-L-0.2,6,Yuma Skipsey,yskipsey9z@spotify.com,United Kingdom,Rob,L,0.2kg,$3.59,$21.51,Robusta,Light
RXW-91413-276,15/08/2020,29588-35679-RG,R-D-2.5,2,Nicko Corps,ncorpsa0@gmpg.org,United States,Rob,D,2.5kg,$20.59,$41.17,Robusta,Dark
RXW-91413-276,15/08/2020,29588-35679-RG,R-M-0.5,1,Nicko Corps,ncorpsa0@gmpg.org,United States,Rob,M,0.5kg,$5.97,$5.97,Robusta,Medium
SDB-77492-188,05/05/2022,64815-54078-HH,E-L-1,5,Feliks Babber,fbabbera2@stanford.edu,United States,Exc,L,1.0kg,$14.85,$74.25,Excelsia,Light
RZN-65182-395,27/03/2021,59572-41990-XY,L-M-1,6,Kaja Loxton,kloxtona3@opensource.org,United States,Lib,M,1.0kg,$14.55,$87.30,Librica,Medium
HDQ-86094-507,27/04/2019,32481-61533-ZJ,E-D-1,6,Parker Tofful,ptoffula4@posterous.com,United States,Exc,D,1.0kg,$12.15,$72.90,Excelsia,Dark
YXO-79631-417,25/09/2021,31587-92570-HL,L-D-0.5,1,Casi Gwinnett,cgwinnetta5@behance.net,United States,Lib,D,0.5kg,$7.77,$7.77,Librica,Dark
SNF-57032-096,13/02/2020,93832-04799-ID,E-D-0.5,6,Saree Ellesworth,,United States,Exc,D,0.5kg,$7.29,$43.74,Excelsia,Dark
DGL-29648-995,16/07/2021,59367-30821-ZQ,L-M-0.2,2,Silvio Iorizzi,,United States,Lib,M,0.2kg,$4.37,$8.73,Librica,Medium
GPU-65651-504,11/05/2022,83947-45528-ET,E-M-2.5,2,Leesa Flaonier,lflaoniera8@wordpress.org,United States,Exc,M,2.5kg,$31.63,$63.25,Excelsia,Medium
OJU-34452-896,04/02/2019,60799-92593-CX,E-L-0.5,1,Abba Pummell,,United States,Exc,L,0.5kg,$8.91,$8.91,Excelsia,Light
GZS-50547-887,05/02/2019,61600-55136-UM,E-D-1,2,Corinna Catcheside,ccatchesideaa@macromedia.com,United States,Exc,D,1.0kg,$12.15,$24.30,Excelsia,Dark
ESR-54041-053,24/05/2022,59771-90302-OF,A-L-0.5,6,Cortney Gibbonson,cgibbonsonab@accuweather.com,United States,Ara,L,0.5kg,$7.77,$46.62,Arabica,Light
OGD-10781-526,04/10/2020,16880-78077-FB,R-L-0.5,6,Terri Farra,tfarraac@behance.net,United States,Rob,L,0.5kg,$7.17,$43.02,Robusta,Light
FVH-29271-315,30/06/2022,74415-50873-FC,A-D-0.5,3,Corney Curme,,Ireland,Ara,D,0.5kg,$5.97,$17.91,Arabica,Dark
BNZ-20544-633,21/10/2020,31798-95707-NR,L-L-0.5,4,Gothart Bamfield,gbamfieldae@yellowpages.com,United States,Lib,L,0.5kg,$9.51,$38.04,Librica,Light
FUX-85791-078,16/10/2020,59122-08794-WT,A-M-0.2,2,Waylin Hollingdale,whollingdaleaf@about.me,United States,Ara,M,0.2kg,$3.38,$6.75,Arabica,Medium
YXP-20078-116,23/09/2020,37238-52421-JJ,R-M-0.5,1,Judd De Leek,jdeag@xrea.com,United States,Rob,M,0.5kg,$5.97,$5.97,Robusta,Medium
VQV-59984-866,08/03/2019,48854-01899-FN,R-D-0.2,3,Vanya Skullet,vskulletah@tinyurl.com,Ireland,Rob,D,0.2kg,$2.69,$8.06,Robusta,Dark
JEH-37276-048,30/06/2021,80896-38819-DW,A-L-0.5,3,Jany Rudeforth,jrudeforthai@wunderground.com,Ireland,Ara,L,0.5kg,$7.77,$23.31,Arabica,Light
VYD-28555-589,13/08/2019,29814-01459-RC,R-L-0.5,6,Ashbey Tomaszewski,atomaszewskiaj@answers.com,United Kingdom,Rob,L,0.5kg,$7.17,$43.02,Robusta,Light
WUG-76466-650,22/02/2021,43439-94003-DW,L-D-0.5,3,Flynn Antony,,United States,Lib,D,0.5kg,$7.77,$23.31,Librica,Dark
RJV-08261-583,26/03/2022,48497-29281-FE,A-D-0.2,5,Pren Bess,pbessal@qq.com,United States,Ara,D,0.2kg,$2.99,$14.93,Arabica,Dark
PMR-56062-609,10/01/2020,43605-12616-YH,E-D-0.5,3,Elka Windress,ewindressam@marketwatch.com,United States,Exc,D,0.5kg,$7.29,$21.87,Excelsia,Dark
XLD-12920-505,01/05/2019,21907-75962-VB,E-L-0.5,6,Marty Kidstoun,,United States,Exc,L,0.5kg,$8.91,$53.46,Excelsia,Light
UBW-50312-037,09/02/2020,69503-12127-YD,A-L-2.5,4,Nickey Dimbleby,,United States,Ara,L,2.5kg,$29.79,$119.14,Arabica,Light
QAW-05889-019,29/12/2021,68810-07329-EU,L-M-0.5,5,Virgil Baumadier,vbaumadierap@google.cn,United States,Lib,M,0.5kg,$8.73,$43.65,Librica,Medium
EPT-12715-397,09/09/2020,08478-75251-OG,A-D-0.2,6,Lenore Messenbird,,United States,Ara,D,0.2kg,$2.99,$17.91,Arabica,Dark
DHT-93810-053,16/09/2021,17005-82030-EA,E-L-1,5,Shirleen Welds,sweldsar@wired.com,United States,Exc,L,1.0kg,$14.85,$74.25,Excelsia,Light
DMY-96037-963,26/10/2020,42179-95059-DO,L-D-0.2,3,Maisie Sarvar,msarvaras@artisteer.com,United States,Lib,D,0.2kg,$3.89,$11.66,Librica,Dark
MBM-55936-917,12/03/2019,55989-39849-WO,L-D-0.5,3,Andrej Havick,ahavickat@nsw.gov.au,United States,Lib,D,0.5kg,$7.77,$23.31,Librica,Dark
TPA-93614-840,18/02/2021,28932-49296-TM,E-D-0.5,2,Sloan Diviny,sdivinyau@ask.com,United States,Exc,D,0.5kg,$7.29,$14.58,Excelsia,Dark
WDM-77521-710,29/10/2020,86144-10144-CB,A-M-0.5,2,Itch Norquoy,inorquoyav@businessweek.com,United States,Ara,M,0.5kg,$6.75,$13.50,Arabica,Medium
EIP-19142-462,06/09/2021,60973-72562-DQ,E-L-1,6,Anson Iddison,aiddisonaw@usa.gov,United States,Exc,L,1.0kg,$14.85,$89.10,Excelsia,Light
EIP-19142-462,06/09/2021,60973-72562-DQ,A-L-0.2,1,Anson Iddison,aiddisonaw@usa.gov,United States,Ara,L,0.2kg,$3.89,$3.89,Arabica,Light
ZZL-76364-387,09/09/2020,11263-86515-VU,R-L-2.5,4,Randal Longfield,rlongfielday@bluehost.com,United States,Rob,L,2.5kg,$27.49,$109.94,Robusta,Light
GMF-18638-786,26/09/2021,60004-62976-NI,L-D-0.5,6,Gregorius Kislingbury,gkislingburyaz@samsung.com,United States,Lib,D,0.5kg,$7.77,$46.62,Librica,Dark
TDJ-20844-787,05/11/2020,77876-28498-HI,A-L-0.5,5,Xenos Gibbons,xgibbonsb0@artisteer.com,United States,Ara,L,0.5kg,$7.77,$38.85,Arabica,Light
BWK-39400-446,12/09/2019,61302-06948-EH,L-D-0.5,4,Fleur Parres,fparresb1@imageshack.us,United States,Lib,D,0.5kg,$7.77,$31.08,Librica,Dark
LCB-02099-995,31/07/2019,06757-96251-UH,A-D-0.2,6,Gran Sibray,gsibrayb2@wsj.com,United States,Ara,D,0.2kg,$2.99,$17.91,Arabica,Dark
UBA-43678-174,15/03/2019,44530-75983-OD,E-D-2.5,6,Ingelbert Hotchkin,ihotchkinb3@mit.edu,United Kingdom,Exc,D,2.5kg,$27.95,$167.67,Excelsia,Dark
UDH-24280-432,16/05/2021,44865-58249-RY,L-L-1,4,Neely Broadberrie,nbroadberrieb4@gnu.org,United States,Lib,L,1.0kg,$15.85,$63.40,Librica,Light
IDQ-20193-502,06/05/2019,36021-61205-DF,L-M-0.2,2,Rutger Pithcock,rpithcockb5@yellowbook.com,United States,Lib,M,0.2kg,$4.37,$8.73,Librica,Medium
DJG-14442-608,06/02/2019,75716-12782-SS,R-D-1,3,Gale Croysdale,gcroysdaleb6@nih.gov,United States,Rob,D,1.0kg,$8.95,$26.85,Robusta,Dark
DWB-61381-370,09/04/2021,11812-00461-KH,L-L-0.2,2,Benedetto Gozzett,bgozzettb7@github.com,United States,Lib,L,0.2kg,$4.76,$9.51,Librica,Light
FRD-17347-990,20/05/2020,46681-78850-ZW,A-D-1,4,Tania Craggs,tcraggsb8@house.gov,Ireland,Ara,D,1.0kg,$9.95,$39.80,Arabica,Dark
YPP-27450-525,02/12/2020,01932-87052-KO,E-M-0.5,3,Leonie Cullrford,lcullrfordb9@xing.com,United States,Exc,M,0.5kg,$8.25,$24.75,Excelsia,Medium
EFC-39577-424,08/08/2021,16046-34805-ZF,E-M-1,5,Auguste Rizon,arizonba@xing.com,United States,Exc,M,1.0kg,$13.75,$68.75,Excelsia,Medium
LAW-80062-016,03/02/2022,34546-70516-LR,E-M-0.5,6,Lorin Guerrazzi,,Ireland,Exc,M,0.5kg,$8.25,$49.50,Excelsia,Medium
WKL-27981-758,08/04/2022,73699-93557-FZ,A-M-2.5,2,Felice Miell,fmiellbc@spiegel.de,United States,Ara,M,2.5kg,$25.88,$51.75,Arabica,Medium
VRT-39834-265,07/01/2021,86686-37462-CK,L-L-1,3,Hamish Skeech,,Ireland,Lib,L,1.0kg,$15.85,$47.55,Librica,Light
QTC-71005-730,02/09/2021,14298-02150-KH,A-L-0.2,4,Giordano Lorenzin,,United States,Ara,L,0.2kg,$3.89,$15.54,Arabica,Light
TNX-09857-717,04/11/2021,48675-07824-HJ,L-M-1,6,Harwilll Bishell,,United States,Lib,M,1.0kg,$14.55,$87.30,Librica,Medium
JZV-43874-185,02/08/2021,18551-80943-YQ,A-M-1,5,Freeland Missenden,,United States,Ara,M,1.0kg,$11.25,$56.25,Arabica,Medium
ICF-17486-106,27/01/2020,19196-09748-DB,L-L-2.5,1,Waylan Springall,wspringallbh@jugem.jp,United States,Lib,L,2.5kg,$36.46,$36.46,Librica,Light
BMK-49520-383,03/12/2019,72233-08665-IP,R-L-0.2,3,Kiri Avramow,,United States,Rob,L,0.2kg,$3.59,$10.76,Robusta,Light
HTS-15020-632,06/08/2019,53817-13148-RK,R-M-0.2,3,Gregg Hawkyens,ghawkyensbj@census.gov,United States,Rob,M,0.2kg,$2.99,$8.96,Robusta,Medium
YLE-18247-749,11/03/2020,92227-49331-QR,A-L-0.5,3,Reggis Pracy,,United States,Ara,L,0.5kg,$7.77,$23.31,Arabica,Light
KJJ-12573-591,18/09/2021,12997-41076-FQ,A-L-2.5,1,Paula Denis,,United States,Ara,L,2.5kg,$29.79,$29.79,Arabica,Light
RGU-43561-950,07/11/2020,44220-00348-MB,A-L-2.5,5,Broderick McGilvra,bmcgilvrabm@so-net.ne.jp,United States,Ara,L,2.5kg,$29.79,$148.93,Arabica,Light
JSN-73975-443,27/06/2022,93047-98331-DD,L-M-0.5,1,Annabella Danzey,adanzeybn@github.com,United States,Lib,M,0.5kg,$8.73,$8.73,Librica,Medium
WNR-71736-993,05/02/2020,16880-78077-FB,L-D-0.5,4,Terri Farra,tfarraac@behance.net,United States,Lib,D,0.5kg,$7.77,$31.08,Librica,Dark
WNR-71736-993,05/02/2020,16880-78077-FB,A-D-2.5,6,Terri Farra,tfarraac@behance.net,United States,Ara,D,2.5kg,$22.89,$137.31,Arabica,Dark
HNI-91338-546,07/02/2020,67285-75317-XI,A-D-0.5,5,Nevins Glowacz,,United States,Ara,D,0.5kg,$5.97,$29.85,Arabica,Dark
CYH-53243-218,18/12/2020,88167-57964-PH,R-M-0.5,3,Adelice Isabell,,United States,Rob,M,0.5kg,$5.97,$17.91,Robusta,Medium
SVD-75407-177,23/08/2021,16106-36039-QS,E-L-0.5,3,Yulma Dombrell,ydombrellbs@dedecms.com,United States,Exc,L,0.5kg,$8.91,$26.73,Excelsia,Light
NVN-66443-451,20/08/2021,98921-82417-GN,R-D-1,2,Alric Darth,adarthbt@t.co,United States,Rob,D,1.0kg,$8.95,$17.90,Robusta,Dark
JUA-13580-095,01/04/2019,55265-75151-AK,R-L-0.2,4,Manuel Darrigoe,mdarrigoebu@hud.gov,Ireland,Rob,L,0.2kg,$3.59,$14.34,Robusta,Light
ACY-56225-839,28/01/2021,47386-50743-FG,A-M-2.5,3,Kynthia Berick,,United States,Ara,M,2.5kg,$25.88,$77.63,Arabica,Medium
QBB-07903-622,21/10/2019,32622-54551-UC,R-L-1,5,Minetta Ackrill,mackrillbw@bandcamp.com,United States,Rob,L,1.0kg,$11.95,$59.75,Robusta,Light
JLJ-81802-619,20/06/2021,16880-78077-FB,A-L-1,6,Terri Farra,tfarraac@behance.net,United States,Ara,L,1.0kg,$12.95,$77.70,Arabica,Light
HFT-77191-168,04/11/2021,48419-02347-XP,R-D-0.2,2,Melosa Kippen,mkippenby@dion.ne.jp,United States,Rob,D,0.2kg,$2.69,$5.37,Robusta,Dark
SZR-35951-530,05/04/2021,14121-20527-OJ,E-D-2.5,3,Witty Ranson,wransonbz@ted.com,Ireland,Exc,D,2.5kg,$27.95,$83.84,Excelsia,Dark
IKL-95976-565,09/12/2019,53486-73919-BQ,A-M-1,2,Rod Gowdie,,United States,Ara,M,1.0kg,$11.25,$22.50,Arabica,Medium
XEY-48929-474,02/01/2022,21889-94615-WT,L-M-2.5,6,Lemuel Rignold,lrignoldc1@miibeian.gov.cn,United States,Lib,M,2.5kg,$33.47,$200.79,Librica,Medium
SQT-07286-736,08/12/2019,87726-16941-QW,A-M-1,6,Nevsa Fields,,United States,Ara,M,1.0kg,$11.25,$67.50,Arabica,Medium
QDU-45390-361,28/11/2021,03677-09134-BC,E-M-0.5,1,Chance Rowthorn,crowthornc3@msn.com,United States,Exc,M,0.5kg,$8.25,$8.25,Excelsia,Medium
RUJ-30649-712,11/03/2022,93224-71517-WV,L-L-0.2,2,Orly Ryland,orylandc4@deviantart.com,United States,Lib,L,0.2kg,$4.76,$9.51,Librica,Light
WSV-49732-075,17/01/2021,76263-95145-GJ,L-D-2.5,1,Willabella Abramski,,United States,Lib,D,2.5kg,$29.79,$29.79,Librica,Dark
VJF-46305-323,18/01/2019,68555-89840-GZ,L-D-0.5,2,Morgen Seson,msesonck@census.gov,United States,Lib,D,0.5kg,$7.77,$15.54,Librica,Dark
CXD-74176-600,07/04/2019,70624-19112-AO,E-L-0.5,4,Chickie Ragless,craglessc7@webmd.com,Ireland,Exc,L,0.5kg,$8.91,$35.64,Excelsia,Light
ADX-50674-975,03/02/2021,58916-61837-QH,A-M-2.5,4,Freda Hollows,fhollowsc8@blogtalkradio.com,United States,Ara,M,2.5kg,$25.88,$103.50,Arabica,Medium
RRP-51647-420,18/04/2019,89292-52335-YZ,E-D-1,3,Livy Lathleiff,llathleiffc9@nationalgeographic.com,Ireland,Exc,D,1.0kg,$12.15,$36.45,Excelsia,Dark
PKJ-99134-523,07/07/2021,77284-34297-YY,R-L-0.5,5,Koralle Heads,kheadsca@jalbum.net,United States,Rob,L,0.5kg,$7.17,$35.85,Robusta,Light
FZQ-29439-457,23/02/2021,50449-80974-BZ,E-L-0.2,5,Theo Bowne,tbownecb@unicef.org,Ireland,Exc,L,0.2kg,$4.46,$22.28,Excelsia,Light
USN-68115-161,10/08/2021,08120-16183-AW,E-M-0.2,6,Rasia Jacquemard,rjacquemardcc@acquirethisname.com,Ireland,Exc,M,0.2kg,$4.13,$24.75,Excelsia,Medium
IXU-20263-532,15/11/2019,68044-89277-ML,L-M-2.5,2,Kizzie Warman,kwarmancd@printfriendly.com,Ireland,Lib,M,2.5kg,$33.47,$66.93,Librica,Medium
CBT-15092-420,17/12/2019,71364-35210-HS,L-M-0.5,1,Wain Cholomin,wcholomince@about.com,United Kingdom,Lib,M,0.5kg,$8.73,$8.73,Librica,Medium
PKQ-46841-696,18/03/2020,37177-68797-ON,R-M-0.5,3,Arleen Braidman,abraidmancf@census.gov,United States,Rob,M,0.5kg,$5.97,$17.91,Robusta,Medium
XDU-05471-219,06/06/2022,60308-06944-GS,R-L-0.5,1,Pru Durban,pdurbancg@symantec.com,Ireland,Rob,L,0.5kg,$7.17,$7.17,Robusta,Light
NID-20149-329,20/05/2021,49888-39458-PF,R-D-0.2,2,Antone Harrold,aharroldch@miibeian.gov.cn,United States,Rob,D,0.2kg,$2.69,$5.37,Robusta,Dark
SVU-27222-213,11/01/2021,60748-46813-DZ,L-L-0.2,5,Sim Pamphilon,spamphilonci@mlb.com,Ireland,Lib,L,0.2kg,$4.76,$23.78,Librica,Light
RWI-84131-848,22/02/2019,16385-11286-NX,R-D-2.5,2,Mohandis Spurden,mspurdencj@exblog.jp,United States,Rob,D,2.5kg,$20.59,$41.17,Robusta,Dark
GUU-40666-525,24/11/2021,68555-89840-GZ,A-L-0.2,3,Morgen Seson,msesonck@census.gov,United States,Ara,L,0.2kg,$3.89,$11.66,Arabica,Light
SCN-51395-066,18/01/2022,72164-90254-EJ,L-L-0.5,4,Nalani Pirrone,npirronecl@weibo.com,United States,Lib,L,0.5kg,$9.51,$38.04,Librica,Light
ULA-24644-321,13/08/2021,67010-92988-CT,R-D-2.5,4,Reube Cawley,rcawleycm@yellowbook.com,Ireland,Rob,D,2.5kg,$20.59,$82.34,Robusta,Dark
EOL-92666-762,11/01/2020,15776-91507-GT,L-L-0.2,2,Stan Barribal,sbarribalcn@microsoft.com,Ireland,Lib,L,0.2kg,$4.76,$9.51,Librica,Light
AJV-18231-334,05/07/2020,23473-41001-CD,R-D-2.5,2,Agnes Adamides,aadamidesco@bizjournals.com,United Kingdom,Rob,D,2.5kg,$20.59,$41.17,Robusta,Dark
ZQI-47236-301,25/07/2019,23446-47798-ID,L-L-0.5,5,Carmelita Thowes,cthowescp@craigslist.org,United States,Lib,L,0.5kg,$9.51,$47.55,Librica,Light
ZCR-15721-658,26/05/2022,28327-84469-ND,A-M-1,4,Rodolfo Willoway,rwillowaycq@admin.ch,United States,Ara,M,1.0kg,$11.25,$45.00,Arabica,Medium
QEW-47945-682,10/01/2020,42466-87067-DT,L-L-0.2,5,Alvis Elwin,aelwincr@privacy.gov.au,United States,Lib,L,0.2kg,$4.76,$23.78,Librica,Light
PSY-45485-542,17/05/2019,62246-99443-HF,R-D-0.5,3,Araldo Bilbrook,abilbrookcs@booking.com,Ireland,Rob,D,0.5kg,$5.37,$16.11,Robusta,Dark
BAQ-74241-156,24/07/2020,99869-55718-UU,R-D-0.2,4,Ransell McKall,rmckallct@sakura.ne.jp,United Kingdom,Rob,D,0.2kg,$2.69,$10.74,Robusta,Dark
BVU-77367-451,20/10/2020,77421-46059-RY,A-D-1,5,Borg Daile,bdailecu@vistaprint.com,United States,Ara,D,1.0kg,$9.95,$49.75,Arabica,Dark
TJE-91516-344,22/09/2019,49894-06550-OQ,E-M-1,2,Adolphe Treherne,atrehernecv@state.tx.us,Ireland,Exc,M,1.0kg,$13.75,$27.50,Excelsia,Medium
LIS-96202-702,07/06/2020,72028-63343-SU,L-D-2.5,4,Annetta Brentnall,abrentnallcw@biglobe.ne.jp,United Kingdom,Lib,D,2.5kg,$29.79,$119.14,Librica,Dark
